"","id","date","lon","lat","x","y","x.se","y.se","logit_g","logit_g.se","g"
"9313","Selkie",2025-04-11 16:00:00,1.06686986404261,50.2590672176777,118.763410007912,6458.38769250576,2.37112161215809,1.75941015526323,2.84078591160058,1.3343713312296,0.944840435883924
"9314","Selkie",2025-04-11 18:00:00,0.941558474053436,50.2670597572465,104.81380988372,6459.77566705628,0.557440500203354,0.405305625695781,2.76536357114136,1.23561917333418,0.940775184843549
"9315","Selkie",2025-04-11 20:00:00,0.839878380585932,50.2824381887859,93.4948336551052,6462.44692552115,2.06366114019203,1.34519851991886,2.70137611247499,1.23815082436317,0.937107796374571
"9316","Selkie",2025-04-11 22:00:00,0.852711550138668,50.3328748245922,94.9234155549795,6471.21394614451,1.42902658264815,0.980509908207887,2.67608848026574,1.22167864164801,0.935600848271593
"9317","Selkie",2025-04-12,0.85641376766809,50.3707397628539,95.3355445251606,6477.80187467987,1.20958585613358,0.90048983077422,2.63095221273936,1.2468242933096,0.932827240211477
"9318","Selkie",2025-04-12 02:00:00,0.762381389967803,50.3964420078528,84.8679081214839,6482.27669026779,1.517552966194,1.12606197561602,2.60933077175539,1.250219449275,0.931459683378345
"9319","Selkie",2025-04-12 04:00:00,0.650806314910248,50.4230505189869,72.4474275808556,6486.9118594207,0.870607307799437,0.637441335719306,2.38422287044418,1.35411976329342,0.915616279523625
"9320","Selkie",2025-04-12 06:00:00,0.611370773593772,50.4504275568292,68.0574832023485,6491.68363869199,1.98894539754577,1.30744184688001,2.34634469285989,1.36123789534785,0.912643245403547
"9321","Selkie",2025-04-12 08:00:00,0.563109004271419,50.4844223734111,62.6850076166016,6497.61275290928,2.38962727236702,1.46806752454107,2.28528814079152,1.40575518593479,0.907651257792279
"9322","Selkie",2025-04-12 10:00:00,0.547459648352373,50.4938463125318,60.9429292844508,6499.25716293116,2.9822428332984,2.07981091138806,2.23234619433462,1.47507614952476,0.903116837790967
"9323","Selkie",2025-04-12 12:00:00,0.543021436814331,50.4920509241973,60.4488698360031,6498.9438550695,1.73924179261944,1.28316687920875,2.20968598329626,1.41806384323821,0.901115949575161
"9324","Selkie",2025-04-12 14:00:00,0.508809485137709,50.4910262534565,56.6404127963175,6498.76504820141,0.317053745596216,0.236724801332717,2.20071117801742,1.33066518543191,0.900313356723961
"9325","Selkie",2025-04-12 16:00:00,0.433754676362024,50.4946665818138,48.2853497018217,6499.40030966059,1.16886441498553,0.846606780670337,2.11464417563446,1.3301011744362,0.892318388536963
"9326","Selkie",2025-04-12 18:00:00,0.380474737790053,50.4923750125109,42.354254070493,6499.00040986873,0.407226879967261,0.301460609877706,2.02126249141321,1.33947146867284,0.883011490339192
"9327","Selkie",2025-04-12 20:00:00,0.41500404850448,50.4879742837852,46.1980393566657,6498.23249716208,1.84443387322182,1.19612603881093,2.00878500945631,1.33168994352306,0.881716366405203
"9328","Selkie",2025-04-12 22:00:00,0.504075248923176,50.4966830275637,56.1134000316206,6499.75221401006,2.45918350560964,1.51404517914632,2.05267533184514,1.26187015861439,0.886217667120263
"9329","Selkie",2025-04-13,0.570042217401302,50.5141950368061,63.4568093717815,6502.80899518443,3.63285529124232,2.39667581669239,1.9611079623324,1.43738196721007,0.876652809356377
"9330","Selkie",2025-04-13 02:00:00,0.587474018151335,50.5226449076417,65.3973085548849,6504.2843568621,4.11740998834373,2.70027111150277,1.9567786974846,1.63242039718817,0.876183910559354
